GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "28000","Mississippi",5,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",108014.2,109383.3,108672.6,109940.8,112783.6,112624.8,113045.4,115540.8,116002.2,118694.1,121168.2,123432.4,132800.1,135579.6
 "29000","Missouri",4,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",262520.0,253733.1,248874.3,254292.8,261846.3,259028.7,262215.1,275105.7,281511.7,284752.8,290481.9,296462.6,313874.2,321701.8
 "30000","Montana",7,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",38702.2,38409.7,40463.5,41059.3,43655.2,43475.5,44557.6,45784.3,47081.5,48921.6,50877.4,52336.7,57876.7,59577.9
 "31000","Nebraska",4,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",85061.6,83219.2,84914.4,92908.4,93329.3,93010.8,96914.1,101381.5,99551.4,102154.5,101836.8,104517.6,109953.1,113636.3
 "32000","Nevada",8,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",107683.5,99930.8,105049.5,105060.3,107664.8,108795.3,115167.1,125179.6,130456.3,132698.3,143942.9,148905.6,160354.1,171884.2
 "33000","New Hampshire",1,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",60502.6,61006.3,63069.6,64737.1,66693.9,65825.5,67658.4,69662.7,70119.3,70958.0,74065.5,77808.0,80981.2,86042.2
 "34000","New Jersey",2,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",447914.7,418876.4,433882.0,438722.2,446636.0,447072.4,460439.1,478605.2,487674.6,495477.0,498848.5,519258.5,541199.7,567508.6
 "35000","New Mexico",6,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",75633.7,74255.7,76938.4,76798.4,77515.3,76123.5,79539.3,82002.4,83255.9,81867.1,87512.3,90282.6,97529.9,102712.2
 "36000","New York",2,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",884580.3,873472.7,904311.1,921423.3,959322.5,958854.8,989795.3,1024649.7,1046174.3,1092840.7,1107482.6,1133230.0,1182584.0,1207418.8
 "37000","North Carolina",5,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",402044.2,393836.7,384369.0,386182.8,406018.4,394675.3,411076.3,433712.4,441339.6,460384.0,474748.7,501342.8,535676.0,548116.5
 "38000","North Dakota",4,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",33007.1,31843.0,34379.0,37970.5,42482.3,42367.0,44594.3,43116.1,41744.2,42964.4,43345.6,43297.5,46388.6,47613.4
 "39000","Ohio",3,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",486456.5,469575.1,476237.0,500767.5,507110.4,507549.9,521060.5,545498.9,549630.3,562913.7,565879.1,576408.9,618686.1,628659.7
 "40000","Oklahoma",6,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",168501.2,158113.6,160021.7,166958.2,174891.2,181077.0,189720.5,184799.0,173959.3,181159.6,187869.3,195244.0,201106.9,206387.4
 "41000","Oregon",8,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",151583.1,143337.6,146365.8,149477.3,153100.0,154611.6,164332.3,174142.1,182637.5,185311.8,187108.3,194953.0,211001.0,220212.2
 "42000","Pennsylvania",2,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",563794.5,550392.3,567603.0,585316.0,599788.3,599373.0,619150.0,636541.2,650344.9,647288.3,673435.8,687677.8,727606.6,750118.9
 "44000","Rhode Island",1,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",45685.2,44367.8,46844.5,47558.5,48960.4,47494.2,49590.4,50499.6,50845.9,51014.0,52025.0,54393.8,58170.3,59937.3
 "45000","South Carolina",5,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",172321.0,170425.8,170553.7,174603.0,181369.3,180701.9,190224.6,201425.4,206062.3,216054.4,222456.2,235950.8,249792.9,252155.0
 "46000","South Dakota",4,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",40604.5,38921.1,39836.5,42726.1,41563.0,42034.0,43294.0,45656.0,45635.7,47069.2,46229.0,48422.0,53347.4,55542.1
 "47000","Tennessee",5,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",252507.5,254563.3,256833.7,264019.5,271551.3,271149.0,279172.5,293407.7,296180.0,307071.5,329541.0,338398.1,361140.2,376694.6
 "48000","Texas",6,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",1056778.5,1011036.6,1050296.1,1127859.3,1176886.0,1188512.3,1256278.4,1277568.1,1267263.9,1346399.1,1402409.9,1443763.7,1484887.2,1556765.2
 "49000","Utah",7,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",98478.8,92355.2,95815.5,98660.1,103862.9,106427.7,112153.6,120716.5,127334.3,129351.7,140263.3,147395.7,162511.4,171487.3
 "50000","Vermont",1,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",26895.5,26719.3,27569.4,28619.1,28775.4,28647.1,29895.5,30167.6,30536.8,30585.2,30976.6,32615.0,33687.4,35126.6
 "51000","Virginia",5,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",366361.8,362655.9,367446.0,380475.2,394342.2,382951.3,393883.1,410329.4,420119.2,434724.7,438591.8,462257.6,479242.0,486026.0
 "53000","Washington",8,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",296308.3,282495.7,292532.4,299935.6,319364.0,322942.6,338857.0,358067.0,368814.6,375135.3,392478.4,413716.1,441320.5,454854.4
 "54000","West Virginia",5,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",70029.2,71763.3,71143.8,73250.4,74017.8,72005.2,73012.1,73846.3,72980.6,75920.2,77526.3,79811.1,83651.3,82629.1
 "55000","Wisconsin",3,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",250486.5,244880.9,246424.8,255777.0,261757.1,260444.6,266920.4,280213.6,282116.3,287595.0,293686.6,300040.2,321084.8,326703.2
 "56000","Wyoming",7,SARPI,1,"..."," Real personal income (millions of constant (2012) dollars) 1/","Millions of constant 2012 dollars",30037.3,27405.0,28759.4,30128.1,32161.2,31911.3,33389.4,33514.3,31411.1,32095.1,34886.7,35840.6,37498.1,38263.6
 "00000","United States", ,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43495,41841,42490,43545,44548,44200,45571,47253,47636,48607,49656,51167,53772,55477
 "01000","Alabama",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",39705,39335,39114,39312,39355,39128,39629,41471,41196,42274,44102,44695,47661,48984
 "02000","Alaska",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",47820,46890,50023,51021,51940,50832,52581,53559,51547,51509,52783,54361,56198,54666
 "04000","Arizona",6,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",36905,34442,35207,36290,37186,37151,38470,40023,40321,42048,43142,44834,47551,49766
 "05000","Arkansas",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",38522,38304,37824,38733,40690,40177,41949,43225,43772,44864,46038,46061,48168,49099
 "06000","California",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",42050,40637,41773,43012,44425,44262,46055,48498,50137,50129,50864,53319,56973,59449
 "08000","Colorado",7,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",44263,41844,42540,43471,44418,45474,48367,49493,49298,50715,54000,55293,56792,59545
 "09000","Connecticut",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",59248,58218,60917,60243,60372,57990,59897,61470,62026,61770,64812,66384,67496,70424
 "10000","Delaware",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43056,42671,42132,44492,44334,44395,44750,47093,47336,48341,49166,50033,52657,53226
 "11000","District of Columbia",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",57755,57030,58609,60815,61640,59126,61348,65332,67963,68665,68510,70457,72798,75216
 "12000","Florida",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",41081,38855,40345,40832,41069,40258,41919,43693,44045,45928,47453,49813,51344,53258
 "13000","Georgia",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",39677,39530,38285,39961,39232,39176,40808,42845,43355,44623,45753,47441,49696,50524
 "15000","Hawaii",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40589,38976,39512,39706,40160,38854,40455,41649,42718,43744,43549,44666,45839,46694
 "16000","Idaho",7,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",36635,34901,36041,36269,37570,38172,38933,40514,41565,41465,43618,45269,49109,49501
 "17000","Illinois",3,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",45973,43052,43399,44139,45507,46191,47943,50400,50167,50428,52025,53512,55766,57522
 "18000","Indiana",3,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40605,39233,39815,41448,42372,42051,42894,44937,45568,46794,46834,47875,51286,52851
 "19000","Iowa",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",46556,44203,43743,46278,47029,46822,47245,49839,49338,50002,49558,50072,53305,55364
 "20000","Kansas",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",48255,45483,44655,46993,48234,48711,48651,49227,49164,50212,50721,51956,54766,56075
 "21000","Kentucky",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",38854,38758,38550,38990,39559,38908,40141,41940,42231,42853,43633,44673,48175,49900
 "22000","Louisiana",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",44038,42714,42641,42437,43550,43393,44452,44558,43518,45095,46967,47640,50413,51528
 "23000","Maine",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40310,40618,41763,42203,42064,41220,43681,44310,45388,45047,45633,48748,50726,52193
 "24000","Maryland",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",48129,46970,48080,48449,49363,47724,48498,50347,51896,52333,52690,54016,55709,57017
 "25000","Massachusetts",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",52013,51653,52994,53610,54724,54483,55020,57983,57582,58739,59922,62159,64839,68104
 "26000","Michigan",3,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",39952,38144,39113,40587,41508,41116,41980,44969,45777,46664,46528,47012,50960,51996
 "27000","Minnesota",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",47537,44355,45665,47396,48980,48274,49262,51832,52063,53003,52459,53908,57437,58419
 "28000","Mississippi",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",36642,36969,36586,36919,37817,37710,37838,38708,38871,39785,40734,41574,44912,45960
 "29000","Missouri",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",44315,42565,41506,42301,43448,42857,43267,45270,46200,46576,47398,48257,50999,52155
 "30000","Montana",7,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",39637,39035,40837,41134,43421,42794,43471,44261,45026,46241,47703,48664,53284,53952
 "31000","Nebraska",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",47352,45909,46397,50390,50207,49649,51280,53234,51813,52811,52348,53464,56057,57869
 "32000","Nevada",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40580,37223,38879,38760,39295,39276,40988,43815,44898,44897,47796,48520,51493,54671
 "33000","New Hampshire",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",45978,46354,47885,48973,50248,49454,50521,51846,51900,52214,54265,56718,58774,61946
 "34000","New Jersey",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",51419,47841,49254,49423,49997,49759,50968,52730,53474,54004,54112,56083,58321,61239
 "35000","New Mexico",6,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",37616,36457,37260,36885,37084,36310,37966,39123,39653,38965,41611,42785,46058,48544
 "36000","New York",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",46042,45241,46566,47009,48555,48203,49485,51006,51917,54127,54764,56039,58675,60870
 "37000","North Carolina",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43187,41678,40158,40050,41762,40259,41606,43519,43801,45245,46201,48343,51226,51948
 "38000","North Dakota",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",50196,47887,50928,55265,60252,58246,59907,56531,54593,56040,56190,55759,59552,61441
 "39000","Ohio",3,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",42244,40730,41262,43327,43818,43710,44732,46727,46969,47958,48107,48896,52473,53367
 "40000","Oklahoma",6,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",45926,42531,42564,44091,45839,47056,49003,47372,44413,46209,47822,49507,50759,51770
 "41000","Oregon",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40221,37635,38140,38598,39256,39401,41442,43335,44620,44684,44726,46241,49746,51862
 "42000","Pennsylvania",2,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",44702,43451,44635,45825,46801,46656,48069,49349,50343,50002,51879,52933,56014,57861
 "44000","Rhode Island",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43303,42109,44404,44924,46033,44463,46215,46874,46982,47021,47653,49696,53064,54707
 "45000","South Carolina",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",38048,37131,36806,37446,38580,38120,39694,41508,41961,43509,44305,46469,48686,48578
 "46000","South Dakota",4,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",50811,48225,48815,51905,49908,49969,51076,53578,53025,54092,52815,54869,60137,62032
 "47000","Tennessee",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",40418,40368,40406,41225,42016,41666,42565,44369,44389,45563,48415,49312,52187,54005
 "48000","Texas",6,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43473,40765,41614,44005,45168,44954,46688,46628,45536,47758,49189,50030,50822,52722
 "49000","Utah",7,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",36980,33911,34514,35007,36310,36597,38010,40251,41571,41382,44096,45595,49521,51375
 "50000","Vermont",1,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",43091,42763,44015,45457,45627,45269,47167,47443,47988,47860,48351,50815,52432,54412
 "51000","Virginia",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",46769,45756,45787,46928,48109,46308,47265,48908,49750,51129,51315,53768,55519,56238
 "53000","Washington",8,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",45154,42370,43379,43911,46258,46306,47942,49867,50413,50375,51994,54161,57175,58777
 "54000","West Virginia",5,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",38053,38838,38365,39439,39821,38782,39402,39996,39750,41651,42818,44329,46738,46344
 "55000","Wisconsin",3,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",44405,43194,43293,44770,45649,45238,46193,48362,48537,49276,50128,51026,54492,55412
 "56000","Wyoming",7,SARPI,2,"..."," Real per capita personal income (constant (2012) dollars) 2/","Constant 2012 dollars",55009,48950,50955,53149,55884,54931,57474,57422,53973,55697,60694,62295,64958,66108
 "00000","United States", ,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",10654688.5,10515591.5,10716007.5,10898345.3,11047363.2,11211711.4,11515312.3,11892947.4,12187675.5,12478228.1,12837303.4,13092261.6,12700723.2,13754090.1
 "01000","Alabama",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",154136.2,154251.7,152978.9,154000.3,153964.4,156274.7,158801.9,164127.8,165559.2,171213.9,180919.8,182791.4,182200.5,196126.6
 "02000","Alaska",8,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",27132.4,27160.9,28769.3,29231.9,30101.0,30479.9,30847.5,31106.5,31276.5,31655.1,32365.2,33391.5,31986.2,32965.8
 "04000","Arizona",6,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",203225.2,195775.7,203890.8,208613.8,213104.3,215761.2,224210.8,232655.5,237126.1,249233.4,258796.1,267067.3,261631.1,291985.0
 "05000","Arkansas",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",89781.0,90924.3,90722.8,91681.6,92789.1,93304.1,95551.4,98626.6,100875.9,104587.2,107664.2,108010.5,106700.2,114240.3
 "06000","California",8,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",1240533.2,1212345.9,1244599.8,1268693.6,1291539.4,1315157.1,1355802.4,1403629.5,1460675.2,1478265.7,1513063.9,1571307.1,1486155.4,1611323.6
 "08000","Colorado",7,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",177563.7,177338.0,182970.1,182772.4,184107.0,189499.1,198894.0,208802.8,219237.0,225746.5,239443.8,242286.3,235846.2,260464.8
 "09000","Connecticut",1,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",140936.9,137852.0,143715.2,143484.1,144931.2,145260.4,148397.9,151337.9,153123.5,154003.8,160903.6,162109.0,154420.4,169604.7
 "10000","Delaware",2,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",34665.5,33856.8,34709.2,35504.1,36160.8,36877.9,37067.4,38792.6,39313.9,40037.0,41022.4,42116.9,42042.5,45411.7
 "11000","District of Columbia",2,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",31291.8,30696.5,31301.8,32139.2,33181.8,33363.9,34214.6,35830.8,37420.6,38554.6,39360.6,40786.4,38602.0,41045.4
 "12000","Florida",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",666726.3,655278.8,667768.5,679275.7,691302.8,705794.5,733711.4,767136.1,791447.7,816441.0,851835.6,878524.3,853048.5,941446.9
 "13000","Georgia",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",314573.7,315539.0,311177.6,321061.5,320127.0,328386.8,339990.6,353783.0,363854.3,376182.3,390255.1,400908.4,390983.9,424021.6
 "15000","Hawaii",8,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",45285.6,44100.3,45523.9,46270.5,47457.9,47315.7,48787.4,49652.2,51013.8,52234.7,53750.2,54559.9,51114.6,54126.6
